Page Name,Page Views,Onload (s),First Byte (s),Largest Contentful Paint (s),Interaction to Next Paint (s),Cumulative Layout Shift,LCP Time to First Byte (ms),LCP Resource Load Delay (ms),LCP Resource Load Time (ms),LCP Element Render Delay (ms),LCP Time to First Byte (%),LCP Resource Load Delay (%),LCP Resource Load Time (%),LCP Element Render Delay (%),INP Start (ms),INP Input Delay (ms),INP Next Paint Time (ms)
MAUI,3347,1.91,0.53,3.95,0.09,0.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12240.0,0.0,0.0
CART,24515,1.14,0.26,3.17,0.16,1.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,705,0.97,0.28,2.68,0.11,2.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,63434,1.48,0.3,3.13,0.14,2.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,30,9.69,1.25,2.53,0.06,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,743,1.44,0.33,2.85,0.1,2.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,111,0.94,0.32,3.41,0.14,0.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,12,1.23,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,2021,0.86,0.27,2.86,0.21,0.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,8,2.46,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,36,1.36,0.36,3.41,0.15,0.137,416.0,1027.0,47.0,2047.0,12.0,31.0,2.0,60.0,10421.0,9.0,10581.0
HOME,136546,8.615,0.43,3.15,0.715,0.018,500.5,1195.0,40.0,981.0,25.0,39.0,2.0,37.0,7192.5,101.0,7597.0
HOME,74465392,5.4399999999999995,0.49,2.865,0.215,0.224,293.5,548.0,196.0,395.0,17.0,27.5,9.5,24.5,25441.0,37.5,7998.5
HOME,2765,4.96,0.46,3.16,0.36,0.164,603.0,1289.0,430.0,805.0,34.0,52.0,22.0,37.0,29234.0,139.0,29710.0
HOME,3072,2.04,0.38,1.49,0.14,0.138,429.0,343.0,60.0,554.0,44.0,39.0,7.0,54.0,19288.0,37.0,19439.0
HOME,3292,14.63,1.23,5.55,0.49,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3272,14.34,1.24,5.5,0.4,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,7916,7.0,1.09,4.71,0.22,0.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,200385,5.625,1.1150000000000002,3.25,0.17,0.20500000000000002,637.0,471.5,156.0,334.5,27.5,20.5,7.0,18.5,8450.0,23.5,8479.5
HOME,2878,5.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3637,6.22,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3560,5.63,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2894,5.32,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2604,5.41,0.95,2.33,0.14,0.126,812.0,261.0,71.0,1059.0,35.0,17.0,3.0,46.0,0.0,0.0,0.0
HOME,2604,5.32,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3104,5.54,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3514,6.2,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2140,5.64,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3669,5.96,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2572,5.7,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3528,6.26,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2171,5.65,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2186,5.68,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2757,5.54,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3268,6.05,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3255,6.81,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2818,5.57,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2222,5.62,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3812,5.73,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3369,6.45,1.18,7.16,0.46,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3242,6.12,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3285,6.55,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2170,5.63,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,4867,9.09,1.49,4.53,0.27,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3199,9.43,1.54,4.55,0.28,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3494,6.09,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3004,5.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,4034,6.24,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3320,6.4,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2425,5.69,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2889,5.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3882,6.15,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2422,5.82,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3959,5.83,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3830,6.39,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2485,5.62,1.08,4.38,0.26,0.055,1799.0,1266.0,680.0,2354.0,53.0,37.0,16.0,85.0,28063.0,0.0,0.0
HOME,2329,5.78,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3682,5.94,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3465,6.61,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3556,6.82,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3269,6.81,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3606,6.87,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3223,5.92,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3656,6.25,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3675,6.19,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3708,6.43,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3144,6.46,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2284,5.66,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3110,6.37,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,27772,9.13,1.34,4.39,0.27,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2148,4.7,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2338,5.23,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2315,5.52,0.92,4.32,0.84,0.127,1128.0,2439.0,790.0,765.0,70.0,56.0,18.0,18.0,6332.0,290.0,6812.0
HOME,3186,5.36,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2565,5.15,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3873,6.94,1.05,3.98,0.26,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3200,7.39,1.18,4.37,0.15,0.113,2435.0,1369.0,468.0,931.0,58.0,36.0,16.0,31.0,66275.0,45.0,97680.0
HOME,3353,7.04,1.21,3.84,0.16,0.126,1778.0,1612.0,523.0,632.0,55.0,41.0,15.0,25.0,33979.0,54.0,66719.0
HOME,4233,7.26,1.19,3.6,0.15,0.127,1613.0,1608.0,196.0,783.0,60.0,43.0,6.0,28.0,111906.0,0.0,0.0
HOME,4024,7.69,1.23,4.0,0.22,0.127,1642.0,1349.0,471.0,917.0,57.0,39.0,12.0,30.0,68969.0,186.0,70849.0
HOME,4498,6.71,1.17,3.83,0.45,0.153,1351.0,1679.0,601.0,480.0,44.0,50.0,17.0,28.0,24368.0,279.0,33843.0
HOME,51348,5.975,1.245,3.4699999999999998,0.20500000000000002,0.2235,699.0,472.0,148.0,500.5,28.0,19.0,5.0,22.5,7490.0,51.0,7944.0
HOME,54673,5.63,1.21,3.1,0.16,0.152,1370.0,1081.0,258.0,698.0,56.0,42.0,11.0,35.0,14551.0,71.0,14543.0
HOME,2167,6.7,1.24,3.53,0.15,0.183,1663.0,730.0,327.0,1089.0,57.0,34.0,12.0,41.0,25167.0,108.0,57908.0
HOME,6421,6.2,1.15,3.38,0.12,0.129,1658.0,1055.0,339.0,822.0,58.0,38.0,13.0,34.0,24617.0,37.0,24709.0
HOME,4038,6.41,0.99,4.74,0.22,0.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3971,6.83,1.36,4.55,0.21,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,3986,6.69,1.28,4.57,0.18,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,4092,6.19,1.1,4.01,0.18,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,4092,6.39,1.14,4.14,0.19,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOME,2397,6.39,1.25,3.82,0.14,0.126,1912.0,1344.0,373.0,691.0,57.0,42.0,12.0,26.0,20822.0,49.0,20902.0
HOME,6743,8.045,1.225,6.484999999999999,0.275,0.22050000000000003,953.5,616.0,202.5,553.5,29.5,19.5,5.5,22.0,13053.5,39.5,13030.5
MAUI,9908,3.21,0.59,16.3,0.41,0.856,3763.0,9101.0,157.0,2906.5,15.0,34.5,0.5,38.5,28009.0,20.0,10847.5
MAUI,716,2.99,0.58,4.84,0.86,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39679.0,0.0,0.0
MAUI,6165,2.39,0.53,5.05,0.42,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52816.0,0.0,0.0
MAUI,12584528,2.205,0.5349999999999999,7.6175,0.21250000000000002,0.6797500000000001,555.25,2178.5,134.25,1977.25,12.25,41.25,4.0,42.25,26113.0,43.75,12047.75
MAUI,315,4.38,0.62,6.6,0.23,1.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36104.0,0.0,0.0
MAUI,305,4.52,0.56,8.38,0.67,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60954.0,0.0,0.0
MAUI,335,4.97,0.56,7.59,0.62,1.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59125.0,0.0,0.0
MAUI,322,4.82,0.6,6.66,0.34,1.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25298.0,0.0,0.0
MAUI,374,4.87,0.59,6.98,0.25,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36966.0,0.0,0.0
MAUI,533,4.32,0.54,6.24,0.25,1.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47130.0,0.0,0.0
MAUI,334,4.25,0.58,5.36,0.21,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14268.0,0.0,0.0
MAUI,314,4.92,0.59,7.28,0.31,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53805.0,0.0,0.0
MAUI,313,4.97,0.6,7.04,0.57,1.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62745.0,0.0,0.0
MAUI,340,4.61,0.61,8.57,0.69,0.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96937.0,0.0,0.0
MAUI,328,4.57,0.57,6.63,0.29,1.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31000.0,0.0,0.0
MAUI,422,4.03,0.55,5.8,0.34,0.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35444.0,0.0,0.0
MAUI,382,4.19,0.56,6.12,0.17,0.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33539.0,0.0,0.0
MAUI,324,4.62,0.61,6.07,0.29,0.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32896.0,0.0,0.0
MAUI,343,4.41,0.57,6.33,0.25,0.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31803.0,0.0,0.0
MAUI,321,4.13,0.64,5.64,0.25,0.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34555.0,0.0,0.0
MAUI,363,4.21,0.63,7.11,0.19,0.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28809.0,0.0,0.0
MAUI,343,4.83,0.6,6.6,0.17,0.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28680.0,0.0,0.0
MAUI,349,4.16,0.59,5.98,0.19,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39770.0,0.0,0.0
MAUI,317,4.5,0.61,6.6,0.18,1.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35367.0,0.0,0.0
MAUI,340,4.3,0.58,6.41,0.26,1.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28989.0,0.0,0.0
MAUI,339,4.35,0.58,6.65,0.22,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28458.0,0.0,0.0
MAUI,328,4.16,0.6,6.3,0.23,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32233.0,0.0,0.0
MAUI,410,4.52,0.61,5.4,0.18,1.058,2116.0,3186.0,237.0,349.0,40.0,67.0,6.0,10.0,33435.0,0.0,0.0
MAUI,424,4.33,0.64,5.79,0.21,1.034,1848.0,4445.0,273.0,71.0,37.0,72.0,6.0,2.0,0.0,0.0,0.0
MAUI,527,4.07,0.6,5.46,0.2,0.958,1774.0,3433.0,333.0,1371.0,38.0,74.0,6.0,63.0,0.0,0.0,0.0
MAUI,491,4.27,0.65,5.2,0.17,1.005,1744.0,3560.0,209.0,85.0,36.0,75.0,5.0,2.0,0.0,0.0,0.0
MAUI,750,4.68,0.72,5.71,0.12,0.787,1423.0,0.0,0.0,4839.0,34.0,0.0,0.0,80.0,24821.0,43.0,24925.0
MAUI,732,4.93,0.74,6.63,0.15,0.81,1796.0,0.0,0.0,6083.0,30.0,0.0,0.0,81.0,26099.0,37.0,26211.0
MAUI,573,4.86,0.72,6.24,0.14,0.831,1470.0,4716.0,1247.0,4925.0,33.0,56.0,15.0,79.0,28881.0,54.0,28961.0
MAUI,639,4.48,0.68,6.81,0.15,0.771,1791.0,8640.0,147.0,5359.0,33.0,78.0,1.0,80.0,24719.0,57.0,24847.0
MAUI,561,4.76,0.69,6.59,0.15,0.788,1657.0,0.0,0.0,5236.0,32.0,0.0,0.0,80.0,29116.0,49.0,29204.0
MAUI,437,5.06,0.69,6.53,0.18,0.756,1668.0,0.0,0.0,5218.0,32.0,0.0,0.0,80.0,37337.0,64.0,37489.0
MAUI,450,4.76,0.69,6.25,0.14,0.856,1558.0,10483.0,234.0,5224.0,32.0,82.0,2.0,80.0,24335.0,45.0,24415.0
MAUI,510,4.9,0.68,7.32,0.15,0.756,1850.0,0.0,0.0,6974.0,33.0,0.0,0.0,83.0,24954.0,90.0,25082.0
MAUI,567,4.53,0.71,6.12,0.17,0.771,1727.0,0.0,0.0,5104.0,35.0,0.0,0.0,81.0,29473.0,37.0,29649.0
MAUI,575,4.64,0.67,6.14,0.17,0.815,1686.0,4566.0,73.0,6123.0,29.0,56.0,1.0,85.0,27790.0,44.0,27950.0
MAUI,496,4.55,0.66,6.45,0.15,0.78,1733.0,12737.0,576.0,6115.0,30.0,73.0,7.0,79.0,20624.0,43.0,20688.0
MAUI,522,4.85,0.65,6.09,0.17,0.845,1581.0,0.0,0.0,4886.0,30.0,0.0,0.0,81.0,16485.0,51.0,16549.0
MAUI,473,4.47,0.64,6.05,0.17,0.901,1412.0,0.0,0.0,4521.0,30.0,0.0,0.0,80.0,33985.0,46.0,34065.0
MAUI,540,4.62,0.66,6.7,0.16,0.76,1988.0,0.0,0.0,6070.0,33.0,0.0,0.0,80.0,22443.0,44.0,22507.0
MAUI,486,4.61,0.66,6.11,0.14,0.816,1360.0,0.0,0.0,6276.0,26.0,0.0,0.0,80.0,45370.0,50.0,45458.0
MAUI,587,4.52,0.65,6.01,0.16,0.784,1509.0,0.0,0.0,4640.0,31.0,0.0,0.0,80.0,30401.0,46.0,30881.0
MAUI,570,4.63,0.63,6.01,0.14,0.795,1606.0,0.0,0.0,5396.0,31.0,0.0,0.0,82.0,21891.0,45.0,21955.0
MAUI,554,4.12,0.63,6.23,0.15,0.859,1536.0,0.0,0.0,5758.0,31.0,0.0,0.0,83.0,29135.0,57.0,29215.0
MAUI,479,4.45,0.62,5.76,0.13,0.842,1275.0,0.0,0.0,4336.0,30.0,0.0,0.0,80.0,36909.0,54.0,36981.0
MAUI,554,4.67,0.64,5.96,0.14,0.746,1669.0,0.0,0.0,5505.0,30.0,0.0,0.0,80.0,27610.0,37.0,27690.0
MAUI,572,4.68,0.65,6.21,0.15,0.902,1652.0,0.0,0.0,4954.0,33.0,0.0,0.0,78.0,29676.0,54.0,29892.0
MAUI,519,4.45,0.63,6.81,0.13,0.747,1618.0,0.0,0.0,3984.0,36.0,0.0,0.0,77.0,31558.0,38.0,31630.0
MAUI,573,4.85,0.62,5.98,0.15,0.77,1463.0,16164.0,464.0,4333.0,30.0,78.0,2.0,80.0,24698.0,49.0,24786.0
MAUI,478,4.6,0.63,6.62,0.16,0.751,1644.0,0.0,0.0,5642.0,28.0,0.0,0.0,81.0,38010.0,65.0,38090.0
MAUI,510,4.44,0.65,6.21,0.16,0.774,1549.0,0.0,0.0,4832.0,29.0,0.0,0.0,82.0,21896.0,37.0,22024.0
MAUI,424738,8.1975,0.7525,10.0725,0.30000000000000004,0.5700000000000001,1102.5,10161.0,384.5,2018.0,12.5,40.25,1.75,42.25,18482.5,57.75,10162.25
MAUI,43179,3.575,0.605,4.37,0.295,1.0205000000000002,399.0,2237.0,107.0,1593.0,14.0,42.5,2.0,43.0,20263.0,45.0,9261.0
MAUI,2381268,4.5375,0.55,8.365,0.2225,0.7102499999999999,1611.5,1899.0,108.5,2363.5,27.75,27.25,2.25,32.0,32730.75,29.5,16948.0
MAUI,32242,5.76,0.62,13.195,0.14,0.8474999999999999,2796.5,0.0,0.0,5280.0,18.0,0.0,0.0,38.5,31732.5,0.0,0.0
MAUI,11812,3.2199999999999998,0.595,5.2,0.5349999999999999,0.45199999999999996,402.0,1791.0,129.0,1172.5,13.0,42.0,4.0,40.5,41841.5,110.5,9795.5
MAUI,869,3.03,0.59,4.13,0.2,0.713,718.0,6387.0,190.0,3461.0,21.0,91.0,11.0,88.0,13756.0,41.0,14733.0
MAUI,4035,3.51,0.63,7.19,0.35,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62791.0,0.0,0.0
MAUI,1500,2.4,0.52,4.67,0.19,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAUI,100545,3.19,0.605,5.25,0.18,0.9079999999999999,377.5,2208.5,103.5,1304.5,9.5,43.0,2.5,42.5,17404.5,46.5,8189.5
MAUI,1917,2.83,0.56,5.42,0.18,0.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAUI,3466,2.67,0.55,5.27,0.2,0.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAUI,1324,2.62,0.56,5.98,0.22,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAUI,679,2.87,0.55,6.53,0.27,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAUI,375,2.8,0.56,6.83,0.24,0.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAUI,35244,3.115,0.61,4.555,0.215,0.6925,336.5,1977.0,121.5,1474.5,11.5,42.5,3.5,43.5,15937.0,33.0,12818.5
MAUI,864,3.91,0.71,6.58,0.2,0.57,903.0,5505.0,361.0,4124.0,22.0,84.0,8.0,85.0,21319.0,58.0,21382.0
MAUI,733,3.33,0.58,4.65,0.2,0.878,602.0,4030.0,135.0,176.0,18.0,88.0,4.0,5.0,17768.0,4.0,17864.0
MAUI,597,4.4,0.52,6.41,0.16,0.585,2967.0,3181.0,325.0,2094.0,61.0,58.0,7.0,52.0,28138.0,45.0,28250.0
MAUI,788773,3.6375,0.59,7.510000000000001,0.135,0.5449999999999999,447.0,1682.5,117.5,1404.5,14.25,41.25,4.0,41.5,22318.5,19.0,13620.25
MAUI,29535,3.38,0.585,4.48,0.23,0.6995,405.0,1428.5,104.0,1274.5,13.5,41.0,3.5,41.0,12652.0,33.5,8955.5
MAUI,503,3.33,0.62,4.55,0.2,0.933,652.0,505.0,243.0,3550.0,27.0,48.0,37.0,87.0,16006.0,56.0,16016.0
MAUI,80034,25.79,0.6825,10.64,0.27249999999999996,0.42900000000000005,397.25,5724.0,182.0,4176.0,6.75,45.75,2.0,47.0,20227.75,2.25,11367.25
MAUI,121575,3.495,0.605,5.005,0.21,0.9584999999999999,391.0,1678.5,124.0,2068.0,10.0,41.0,4.0,44.5,22388.0,24.5,9611.0
MAUI,10170,2.9,0.5449999999999999,4.7,0.175,1.036,346.0,1513.5,115.0,1928.0,10.5,41.0,2.5,45.0,15591.0,25.0,10727.5
MAUI,333,2.3,0.47,3.79,0.17,1.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAUI,18483,2.245,0.515,3.9749999999999996,0.14500000000000002,1.085,296.5,748.5,72.0,1756.0,10.0,37.5,2.5,45.5,16573.5,21.0,16601.5
CART,55262599,1.905,0.33999999999999997,3.64,0.195,1.4815,175.5,154.0,175.0,1322.0,9.0,18.0,21.5,49.0,54122.5,36.5,15269.0
CART,103,2.8200000000000003,0.33499999999999996,1.985,0.1,0.1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,3459,4.59,1.0499999999999998,6.1850000000000005,0.14,0.8724999999999999,1049.5,4113.5,152.0,1636.5,13.0,47.5,2.0,44.0,7674.5,41.0,7754.5
CART,81,7.57,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
