Page Name,Page Views,Onload (s),First Byte (s),Largest Contentful Paint (s),Interaction to Next Paint (s),Cumulative Layout Shift,LCP Time to First Byte (ms),LCP Resource Load Delay (ms),LCP Resource Load Time (ms),LCP Element Render Delay (ms),LCP Time to First Byte (%),LCP Resource Load Delay (%),LCP Resource Load Time (%),LCP Element Render Delay (%),INP Start (ms),INP Input Delay (ms),INP Next Paint Time (ms)
CART,1761534,3.15,0.37,4.484999999999999,0.2,1.266,204.0,1646.0,122.5,756.0,10.0,45.5,9.5,44.5,7611.5,34.0,7634.5
CART,205,5.97,1.29,6.8,0.12,0.114,4374.0,2709.0,61.0,938.0,70.0,54.0,4.0,44.0,28477.0,36.0,28557.0
CART,34,4.73,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,84,3.63,1.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,1116,3.335,1.18,4.645,0.14,0.207,699.5,6688.5,150.0,870.0,27.0,44.0,12.0,36.5,2227.5,6.0,2327.5
CART,62,5.885,1.01,4.779999999999999,0.155,1.31,569.0,91.5,214.5,2165.0,26.0,4.5,11.5,43.0,17812.5,38.0,17880.5
CART,114,5.915,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,65,4.6899999999999995,1.3399999999999999,24.580000000000002,0.425,0.5655,516.5,100.0,1037.5,4693.0,12.0,2.5,24.0,47.5,6861.0,98.0,7229.0
CART,1715,1.655,0.38,3.335,0.26,0.959,169.5,4292.5,91.0,1042.0,9.5,50.0,6.0,49.5,14155.5,41.5,14287.5
CART,27,4.82,0.41,4.36,0.14,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,32438877,2.08,0.39,4.04,0.21500000000000002,1.488,211.0,117.0,226.0,1515.0,11.0,13.0,22.0,47.5,67080.0,40.0,17008.5
CART,23,8.28,0.03,2.3,0.0,0.666,1208.0,89.0,210.0,791.0,53.0,4.0,9.0,34.0,0.0,0.0,0.0
CART,178,5.609999999999999,0.825,5.904999999999999,0.155,1.3780000000000001,612.0,2679.5,240.5,914.5,18.5,42.5,8.0,41.0,6723.5,12.5,6763.5
CART,25609,5.61,0.52,5.96,0.16,0.317,3720.0,1580.0,260.0,2395.0,73.0,39.0,9.0,50.0,37344.0,46.0,37555.0
CART,4352,5.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,68,5.94,1.44,6.01,0.16,1.288,3632.0,5592.0,116.0,2156.0,70.0,97.0,3.0,62.0,23832.0,50.0,20052.0
CART,18,5.42,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,19,3.2,2.27,2.77,0.0,1.376,2378.0,198.0,313.0,1581.0,66.0,20.0,15.0,72.0,0.0,0.0,0.0
CART,17,13.83,0.98,8.76,0.39,0.088,1023.0,59.0,356.0,7502.0,18.0,3.0,16.0,96.0,46864.0,285.0,47184.0
CART,232,5.395,0.675,7.535,0.405,1.204,861.5,2384.0,189.5,1965.5,18.5,43.5,14.5,42.0,12715.0,215.5,12795.0
CART,39,5.5,0.41,5.7,0.06,1.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,23,1.86,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,25,3.5,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,46,5.155,1.35,6.5,0.26,1.3195000000000001,1222.0,2162.0,151.5,2102.0,16.5,31.0,18.5,38.0,11588.0,88.5,11668.0
CART,25,1.54,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,22,2.84,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,32,20.12,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,58,12.54,0.58,9.28,0.07,1.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,41,3.56,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,22,2.9,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,47,19.02,0.4,5.69,0.3,1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,21,6.27,0.36,3.7,0.47,1.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,18,3.7,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,20,3.09,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,22,4.14,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,22,1.7,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,26,2.79,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,29,10.19,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,20,1.64,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,23,2.05,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,26,4.5,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,19,1.52,0.01,3.37,0.18,0.104,26.0,0.0,0.0,3324.0,1.0,0.0,0.0,100.0,27839.0,73.0,28023.0
CART,19,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,35,1.4,0.13,2.93,0.12,1.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,21,1.61,0.41,2.51,0.12,1.374,59.0,92.0,122.0,1024.0,14.0,33.0,38.0,97.0,21490.0,0.0,0.0
CART,37,3.12,0.02,3.38,0.42,0.243,89.0,611.0,714.0,2968.0,5.0,30.0,35.0,99.0,0.0,0.0,0.0
CART,25,18.21,0.59,9.88,0.26,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,25,16.34,0.46,4.61,0.19,1.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,19,2.92,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,24,0.83,0.34,2.96,0.11,0.038,874.0,0.0,0.0,2083.0,34.0,0.0,0.0,70.0,45076.0,34.0,45188.0
CART,23,3.92,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,23,5.54,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,17,3.1,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,35,7.78,0.8,6.91,0.28,0.067,2371.0,203.0,341.0,1279.0,53.0,19.0,16.0,78.0,38460.0,136.0,38620.0
CART,3537769,6.24,0.37,4.91,0.2,1.3955,289.5,1657.0,143.5,1092.5,13.0,43.5,10.0,44.5,12476.5,30.0,12531.5
CART,121,5.98,1.82,6.59,0.14,0.25,4405.0,2324.0,39.0,2496.0,68.0,48.0,3.0,67.0,31812.0,36.0,31326.0
CART,31,4.83,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,158,4.14,1.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,107716,2.3449999999999998,0.495,3.92,0.20500000000000002,1.184,256.0,1357.5,129.0,1092.5,14.0,43.0,11.5,46.0,13139.5,36.5,13397.0
CART,26,5.49,0.93,6.7,0.13,0.149,4145.0,3671.0,179.0,1325.0,74.0,55.0,4.0,30.0,40455.0,47.0,40615.0
CART,136,2.86,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,42,2.95,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,1413049,4.215,0.355,6.02,0.185,1.2495,1574.5,1345.0,114.0,1352.5,33.0,27.0,4.5,29.5,17427.0,28.5,17652.0
CART,20559,4.38,0.37,5.415,0.0,0.3245,1408.0,192.0,361.0,3454.5,13.0,2.0,3.5,32.0,0.0,0.0,0.0
CART,167,5.33,1.51,6.84,0.15,0.68,3942.0,3418.0,203.0,2761.0,72.0,50.0,7.0,72.0,24766.0,44.0,24847.0
CART,27,5.33,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,39,4.48,0.16,3.33,0.03,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,49,5.72,0.47,5.3,0.16,0.098,799.0,3156.0,336.0,3368.0,29.0,97.0,27.0,98.0,30982.0,34.0,31088.0
CART,21,4.44,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CART,20,4.22,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,487779,1.31,0.355,5.775,0.355,1.234,214.5,77.0,20.5,1410.0,20.0,8.5,2.5,43.5,16723.5,40.5,14831.5
CHECKOUT,35,2.6,1.16,3.72,0.0,0.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,289407,1.37,0.44,4.51,0.39,1.1785,274.5,356.5,100.0,1762.5,10.0,19.0,9.5,47.5,18322.0,34.5,18302.0
CHECKOUT,26,4.9,1.41,8.71,0.19,1.074,4289.0,82.0,22.0,4326.0,57.0,2.0,0.0,51.0,197499.0,810.0,198355.0
CHECKOUT,7,2.26,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,53,3.08,0.905,5.63,0.045,0.3945,703.5,0.0,0.0,1828.0,14.0,0.0,0.0,43.0,0.0,0.0,0.0
CHECKOUT,301,2.975,0.99,4.92,0.145,0.4605,686.5,34.5,205.0,1460.5,24.0,1.5,8.5,33.5,3401.5,14.5,3457.5
CHECKOUT,46,3.31,1.22,6.63,0.25,0.023,2082.0,0.0,0.0,4447.0,38.0,0.0,0.0,67.0,6116.0,155.0,6238.0
CHECKOUT,22,3.44,1.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,6425069,1.44,0.39,4.85,0.41500000000000004,1.0939999999999999,221.5,141.5,126.5,1916.0,8.0,12.5,11.0,48.0,17263.0,35.5,17249.0
CHECKOUT,8,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,11,1.82,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,8,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,7,1.77,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,6,1.29,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,7,1.27,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,7,1.13,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,2021,4.25,0.805,8.21,0.41500000000000004,0.9135,2023.0,187.5,21.5,2928.5,26.5,7.0,1.0,34.0,19885.5,83.0,20790.0
CHECKOUT,432,4.4,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,20,2.0549999999999997,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,22083,1.53,0.56,4.02,0.35,0.58,615.0,3123.0,266.0,3448.0,20.0,82.0,11.0,96.0,32938.0,68.0,33471.0
CHECKOUT,18,4.77,1.22,5.45,0.25,0.598,3682.0,0.0,0.0,3050.0,67.0,0.0,0.0,44.0,34714.0,120.0,34906.0
CHECKOUT,494607,1.54,0.45499999999999996,5.895,0.39,0.8495,278.0,129.0,109.0,2428.0,10.5,12.5,9.0,48.0,20948.5,31.5,21026.5
CHECKOUT,9,0.96,0.24,2.61,6.62,0.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,94,4.97,0.9,14.06,1.06,0.56,3904.0,570.0,23.0,11429.0,36.0,10.0,0.0,93.0,79760.0,168.0,71071.0
CHECKOUT,21,4.91,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,2006,1.77,0.88,4.66,0.33,0.448,1049.0,2043.0,158.0,3715.0,28.0,78.0,9.0,94.0,37691.0,66.0,38051.0
CHECKOUT,11,2.49,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,12,1.37,0.47,3.39,0.33,0.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,909663,1.435,0.43999999999999995,4.9350000000000005,0.41000000000000003,1.099,254.5,356.0,116.0,1911.0,9.0,18.5,9.0,48.0,20576.0,41.5,20241.0
CHECKOUT,246,3.84,0.855,6.54,0.425,0.2275,1962.0,6385.0,46.5,3931.0,26.5,38.5,1.0,37.0,18702.5,146.5,18590.0
CHECKOUT,72,4.79,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,1030,1.62,0.83,3.78,0.3,0.32,912.0,3272.0,112.0,2932.0,30.0,62.0,7.0,98.0,34074.0,40.0,34426.0
CHECKOUT,71,3.12,1.35,4.58,0.18,0.002,1998.0,0.0,0.0,3725.0,45.0,0.0,0.0,84.0,6620.0,170.0,6748.0
CHECKOUT,61,6.1,1.4049999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,18414496,1.8225,0.345,4.6,0.28,0.67575,226.5,209.25,121.25,1825.5,7.75,14.25,8.5,48.5,10806.75,25.0,10794.25
CHECKOUT,17,2.8649999999999998,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,8,2.81,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,18,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,6,1.59,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,9,0.93,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,9,2.27,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,6,1.89,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,6,1.11,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,9,3.5,1.15,8.6,0.09,0.187,1539.0,0.0,0.0,7062.0,25.0,0.0,0.0,82.0,69174.0,39.0,69262.0
CHECKOUT,11,0.94,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,8,1.57,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,6,3.25,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,10,2.27,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,9,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,8,4.18,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,7,2.87,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,8,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,11,2.23,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,8,1.39,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,6,1.37,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,8,1.98,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,12,1.3,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,8,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,9,1.34,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,7,2.07,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,7,2.36,0.27,5.29,0.12,0.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,9,2.24,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,9,3.55,0.55,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,5642,4.005,0.6950000000000001,9.11,0.5800000000000001,0.775,2057.5,647.5,30.0,3587.0,25.5,20.5,1.5,36.5,25036.0,157.5,25117.5
CHECKOUT,1211,4.39,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,8,4.6,1.1,7.11,0.0,0.043,3634.0,0.0,0.0,3477.0,51.0,0.0,0.0,49.0,0.0,0.0,0.0
CHECKOUT,61792,1.45,0.46,3.96,0.34,0.492,512.0,3158.0,234.0,3312.0,17.0,89.0,9.0,97.0,36067.0,70.0,36441.0
CHECKOUT,52,5.08,1.2,8.49,0.61,0.485,4069.0,2773.0,23.0,5109.0,61.0,53.0,0.0,60.0,48706.0,148.0,50002.0
CHECKOUT,602780,3.96,0.37,8.26,0.32,0.8005,1660.5,121.0,22.0,2514.5,25.0,5.0,1.0,35.0,18329.5,21.5,18315.5
CHECKOUT,7040,3.935,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,22,4.41,1.17,26.94,0.14,0.247,18190.0,182.0,60.0,8755.0,68.0,6.0,2.0,61.0,51799.0,56.0,51943.0
CHECKOUT,12,3.94,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,7,5.59,0.49,4.9,1.42,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,9,3.43,0.49,2.01,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,10,1.14,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,14,2.52,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,6,1.43,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHECKOUT,11,2.62,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATEGORY,140568,2.645,0.63,4.41,0.22499999999999998,1.0,314.5,1598.5,193.0,69.5,9.5,43.5,5.5,5.5,12888.0,42.0,12979.5
CATEGORY,1771619,2.36,0.5700000000000001,4.12,0.15000000000000002,0.9895,285.0,1513.0,211.5,107.5,8.5,45.5,6.5,8.5,8624.5,21.0,8878.0
CATEGORY,28362,2.32,0.64,3.91,0.11,0.954,591.0,2917.0,320.0,90.0,19.0,88.0,10.0,12.0,18374.0,36.0,18550.0
CATEGORY,436662,2.45,0.615,4.355,0.14500000000000002,0.97,323.5,1568.0,182.0,68.5,9.5,43.0,5.5,6.5,6693.5,19.5,7010.5
CATEGORY,31942,2.46,0.61,4.0,0.14,0.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATEGORY,193387,2.58,0.625,4.154999999999999,0.14,0.968,321.0,1518.0,203.0,58.0,9.5,43.0,5.5,4.0,7785.0,19.0,8003.0
CATEGORY,113638,2.76,0.63,4.220000000000001,0.135,0.9505,304.5,1515.5,181.5,85.5,9.5,46.0,5.5,17.0,7861.0,18.0,7894.0
CATEGORY,64231,2.54,0.6599999999999999,4.205,0.135,0.9630000000000001,327.0,1538.0,219.5,73.0,9.0,44.5,6.0,15.0,10726.0,18.0,10756.0
CATEGORY,165227,3.07,0.56,4.279999999999999,0.19,0.9115,339.0,1470.5,191.0,144.0,11.0,43.0,5.5,23.0,13316.5,22.0,13616.5
CATEGORY,21214,2.5,0.65,3.75,0.1,0.929,552.0,2782.0,375.0,138.0,18.0,92.0,12.0,27.0,19469.0,34.0,19263.0
CATEGORY,51087,2.64,0.6599999999999999,3.985,0.15000000000000002,1.055,338.0,1494.5,113.5,24.5,11.0,43.5,3.5,1.5,7626.0,18.5,7829.5
CATEGORY,115909,2.46,0.62,3.9399999999999995,0.13,0.9764999999999999,310.5,1475.0,113.5,40.0,10.0,43.0,3.5,3.0,6605.5,17.5,6585.0
CATEGORY,191978,3.13,0.5800000000000001,4.17,0.21000000000000002,0.9615,268.0,1521.5,183.0,110.0,8.5,45.0,5.5,23.0,12212.0,39.0,12300.0
CATEGORY,71974,3.18,0.605,4.720000000000001,0.235,0.9235,314.0,1691.5,205.5,92.0,9.5,43.0,6.0,8.5,11310.5,40.5,11486.0
CATEGORY,67103,2.855,0.63,4.26,0.14,0.9335,318.0,1579.5,144.5,49.0,10.0,45.5,4.0,3.0,10691.5,19.5,10660.5
CATEGORY,385898,2.605,0.575,4.14,0.15500000000000003,0.9525,289.0,1545.5,184.0,84.5,9.0,45.0,5.5,8.5,10014.0,22.5,10300.5
CATEGORY,787216,2.495,0.6000000000000001,4.380000000000001,0.16,0.9570000000000001,302.0,1526.5,271.5,191.0,9.0,43.0,7.5,30.0,9787.5,23.0,10203.5
CATEGORY,1307577,3.895,0.575,4.67,0.235,0.9365,305.5,1697.5,151.0,52.0,9.0,44.0,4.5,4.0,10319.0,43.0,10533.5
CATEGORY,2320491,2.275,0.56,3.95,0.125,0.9630000000000001,287.0,1488.5,160.0,46.0,9.0,44.5,4.5,3.5,7989.0,18.0,8337.0
CATEGORY,76263,4.13,0.59,4.61,0.3,0.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATEGORY,105811,2.5,0.615,3.965,0.12000000000000001,0.9755,302.0,1441.0,176.0,60.5,9.5,45.5,5.5,9.0,7540.5,17.5,7706.0
CATEGORY,99731,2.4,0.6100000000000001,3.865,0.125,0.97,303.0,1407.0,213.5,108.0,9.5,46.0,6.5,31.0,8449.5,17.5,8796.5
CATEGORY,89314,3.55,0.635,4.84,0.16,0.9305,328.5,1732.5,182.5,60.5,9.5,43.5,5.0,5.0,10282.5,21.5,10326.5
CATEGORY,69551,2.715,0.62,4.494999999999999,0.15000000000000002,0.9585,320.0,1588.0,219.0,52.0,9.5,42.5,6.5,6.0,8793.5,23.5,8898.5
CATEGORY,51349,4.265000000000001,0.675,5.395,0.20500000000000002,0.8475,329.0,1831.0,234.0,65.0,9.0,43.5,6.5,8.0,8758.5,23.0,8805.5
CATEGORY,164060,3.285,0.635,4.775,0.24,0.9385,328.5,1720.5,227.0,98.5,9.5,42.5,6.0,15.0,14627.0,43.5,14851.5
CATEGORY,29314,2.66,0.73,4.34,0.15,0.917,700.0,3164.0,370.0,119.0,21.0,84.0,11.0,13.0,27703.0,43.0,28064.0
CATEGORY,19280,2.51,0.75,4.22,0.13,0.929,687.0,3021.0,381.0,153.0,20.0,87.0,11.0,28.0,21679.0,37.0,22302.0
CATEGORY,43088,2.585,0.685,4.1,0.165,0.9904999999999999,328.0,1441.5,173.0,48.0,10.5,45.0,5.5,4.0,10071.0,19.0,10131.0
